,passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,extra,tip_amount,tolls_amount,congestion_surcharge,airport_fee,PUZone,DOZone,PULat,PULong,DOLat,DOLong,duration,speed_minutes,hour_pickup,minute_pickup,day_pickup,peak_hour
2314744,2.0,1.1914,193,193,4.5,0.5,1.16,0.0,0.0,0.0,Midtown East,Clinton East,40.7509,-73.96442,40.7638,-73.9918,2.1333333333333333,0.5584687500000001,5,54,21,0
788927,1.0,1.3846,148,79,5.5,0.5,1.0,0.0,2.5,0.0,Manhattan Valley,East Village,40.797045,-73.969725,40.7265,-73.9815,5.4,0.2564074074074074,1,58,8,0
1324340,1.0,8.790600000000001,107,181,21.0,1.0,6.32,0.0,2.5,0.0,Flatiron,Midtown Center,40.7401,-73.9903,40.7588,-73.97291,25.383333333333333,0.34631385423506245,19,24,12,0
1620099,1.0,1.6583,43,237,5.5,0.0,1.76,0.0,2.5,0.0,Clinton West,TriBeCa/Civic Center,40.7629,-73.994,40.71626,-74.01257993,4.116666666666666,0.40282591093117415,7,50,15,0
2410700,1.0,2.6404,141,137,7.5,0.5,2.26,0.0,2.5,0.0,Midtown East,JFK Airport,40.7509,-73.96442,40.63983,-73.77874,7.266666666666667,0.36335779816513764,22,56,21,0
1545962,2.0,3.7996,161,224,13.0,0.0,0.0,0.0,2.5,0.0,Upper East Side South,Upper East Side North,40.7736,-73.9566,40.7641,-73.956,18.933333333333334,0.20068309859154929,15,26,14,0
818581,1.0,4.83,66,195,12.0,0.0,0.0,0.0,0.0,0.0,Upper East Side North,East Village,40.7641,-73.956,40.7265,-73.9815,14.083333333333334,0.3429585798816568,12,21,8,0
1850730,1.0,26.726000000000003,132,80,47.5,1.25,0.0,0.0,0.0,1.25,Midtown Center,Lenox Hill East,40.7588,-73.97291,40.7662,-73.9602,37.38333333333333,0.7149175211769951,12,24,17,0
264419,1.0,16.905,48,138,34.0,3.5,5.0,6.55,2.5,0.0,East Village,East Chelsea,40.7265,-73.9815,40.742352,-74.00621,34.55,0.48929088277858185,18,17,3,0
2427307,1.0,1.5778,170,107,6.5,0.5,2.06,0.0,2.5,0.0,Hudson Sq,JFK Airport,40.7266,-74.0075,40.63983,-73.77874,7.016666666666667,0.22486460807600953,1,33,22,0
1530360,1.0,0.9338,107,107,5.0,0.0,1.66,0.0,2.5,0.0,Upper East Side South,Upper East Side North,40.7736,-73.9566,40.7641,-73.956,4.666666666666667,0.20009999999999997,13,29,14,0
293334,1.0,7.486500000000001,113,239,17.0,0.5,4.16,0.0,2.5,0.0,East Village,Financial District North,40.7265,-73.9815,40.708,-74.011,18.55,0.4035849056603774,22,30,3,0
1961194,1.0,0.9338,142,142,4.5,0.0,1.0,0.0,2.5,0.0,Midtown Center,Upper West Side South,40.7588,-73.97291,40.787,-73.9754,4.016666666666667,0.23248132780082986,10,45,18,0
2131606,1.0,11.9945,262,231,28.0,1.0,6.46,0.0,2.5,0.0,JFK Airport,Upper East Side South,40.63983,-73.77874,40.7736,-73.9566,37.28333333333333,0.3217121144389808,17,51,19,1
2818087,1.0,4.8622000000000005,234,140,15.0,1.0,0.0,0.0,2.5,0.0,Lenox Hill West,Mount Hope,40.7708,-73.9567,40.8489,-73.9051,20.866666666666667,0.23301277955271568,17,55,25,0
2582342,3.0,4.459700000000001,140,50,16.0,1.0,5.08,0.0,2.5,0.0,Yorkville West,Central Harlem,40.7712,-73.9495,40.8089,-73.9482,23.316666666666666,0.19126661901358116,17,36,23,0
1943745,1.0,3.22,50,162,10.0,2.5,2.65,0.0,2.5,0.0,Midtown Center,Upper West Side South,40.7588,-73.97291,40.787,-73.9754,12.816666666666666,0.2512353706111834,7,33,18,0
690925,1.0,6.5044,158,237,14.5,0.0,2.67,0.0,2.5,0.0,Murray Hill,Union Sq,40.7479,-73.9757,40.7359,-73.9911,15.45,0.4209967637540454,9,34,7,0
2169209,2.0,7.8084999999999996,148,143,18.5,0.5,1.0,0.0,2.5,0.0,JFK Airport,Greenwich Village North,40.63983,-73.77874,40.73211001,-73.99648007,23.533333333333335,0.3318059490084985,22,42,19,0
2731735,1.0,2.0125,230,233,8.0,0.5,2.36,0.0,2.5,0.0,Lenox Hill West,Murray Hill,40.7708,-73.9567,40.7479,-73.9757,10.116666666666667,0.19892915980230644,22,48,24,0
132272,2.0,4.186000000000001,237,234,12.5,2.5,0.0,0.0,2.5,0.0,Upper West Side North,Midtown South,40.91394506,-73.84871493,40.754932,-73.984016,14.983333333333333,0.2793770856507231,13,41,2,0
2346244,1.0,0.966,163,142,4.5,2.5,0.0,0.0,2.5,0.0,Midtown East,Clinton East,40.7509,-73.96442,40.7638,-73.9918,4.066666666666666,0.23754098360655737,13,40,21,0
494210,1.0,0.966,161,161,4.0,3.5,1.65,0.0,2.5,0.0,East Chelsea,Greenwich Village South,40.742352,-74.00621,40.73211001,-73.99648007,2.95,0.327457627118644,16,51,5,0
772857,1.0,2.6726,186,107,9.0,0.5,0.0,0.0,2.5,0.0,Murray Hill,East Village,40.7479,-73.9757,40.7265,-73.9815,11.45,0.23341484716157207,21,47,7,0
787571,1.0,8.017800000000001,234,255,20.5,0.5,4.86,0.0,2.5,0.0,Manhattan Valley,East Village,40.797045,-73.969725,40.7265,-73.9815,26.65,0.3008555347091933,0,48,8,0
516157,2.0,4.025,232,13,9.5,3.5,3.45,0.0,2.5,0.0,East Chelsea,Greenwich Village South,40.742352,-74.00621,40.73211001,-73.99648007,7.066666666666666,0.5695754716981133,19,18,5,0
2972109,1.0,1.449,158,90,5.0,3.0,0.0,0.0,2.5,0.0,Central Park,Little Italy/NoLiTa,40.76748004,-73.97069005,40.722542,-73.9951515,3.45,0.42,23,23,26,0
2252082,1.0,5.957000000000001,234,239,18.5,3.5,4.55,0.0,2.5,0.0,JFK Airport,Lenox Hill West,40.63983,-73.77874,40.7708,-73.9567,28.383333333333333,0.2098766881972989,17,2,20,1
2808595,1.0,2.7692,237,236,9.5,1.0,3.0,0.0,2.5,0.0,Lenox Hill West,Williamsburg (South Side),40.7708,-73.9567,40.7082,-73.9571,11.716666666666667,0.2363470839260313,16,23,25,1
792843,1.0,2.2218,48,246,6.0,0.5,1.47,0.0,2.5,0.0,Manhattan Valley,East Village,40.797045,-73.969725,40.7265,-73.9815,4.083333333333333,0.5441142857142858,2,42,8,0
60600,1.0,2.6726,229,164,9.0,0.0,3.08,0.0,2.5,0.0,Upper West Side North,East Harlem North,40.91394506,-73.84871493,40.795,-73.939,10.733333333333333,0.24900000000000003,16,47,1,0
3205981,2.0,1.9964000000000002,158,231,6.0,0.0,0.0,0.0,2.5,0.0,Lenox Hill East,UN/Turtle Bay South,40.7662,-73.9602,40.74966,-73.96918,4.233333333333333,0.4715905511811024,11,5,29,0
1223322,1.0,1.5617,141,141,5.0,0.5,0.0,0.0,2.5,0.0,Union Sq,Midtown Center,40.7359,-73.9911,40.7588,-73.97291,3.85,0.40563636363636363,22,14,11,0
2475785,2.0,0.966,170,100,5.0,2.5,1.65,0.0,2.5,0.0,Yorkville East,Bloomingdale,40.76955898,-73.9413803,40.7989,-73.9698,4.55,0.2123076923076923,16,52,22,0
185433,1.0,4.0411,230,158,10.5,0.5,2.14,0.0,2.5,0.0,Midtown North,Greenpoint,40.754932,-73.984016,40.7305,-73.9515,11.716666666666667,0.3449018492176387,23,10,2,0
2570410,1.0,6.118,90,238,17.0,2.5,4.05,0.0,2.5,0.0,Yorkville West,Hamilton Heights,40.7712,-73.9495,40.8253,-73.9476,22.65,0.27011037527593823,15,6,23,0
2490872,1.0,2.1574000000000004,142,239,7.0,0.0,1.88,0.0,2.5,0.0,Lower East Side,Astoria,40.715,-73.9843,40.7644,-73.9235,7.833333333333333,0.27541276595744685,18,23,22,0
2394797,1.0,1.4973,140,141,5.5,0.5,2.0,0.0,2.5,0.0,Midtown East,Clinton East,40.7509,-73.96442,40.7638,-73.9918,4.4,0.3402954545454545,20,16,21,0
50475,1.0,1.5778,239,143,6.0,0.0,1.86,0.0,2.5,0.0,West Chelsea/Hudson Yards,East Harlem North,40.75341588,-74.00002199,40.795,-73.939,6.6,0.23906060606060608,15,8,1,0
528859,1.0,4.2665,249,13,11.5,0.5,2.0,0.0,2.5,0.0,East Chelsea,Midtown North,40.742352,-74.00621,40.754932,-73.984016,13.5,0.316037037037037,20,29,5,0
1852359,1.0,1.8032000000000004,163,43,8.0,0.0,2.26,0.0,2.5,0.0,Midtown Center,Lenox Hill East,40.7588,-73.97291,40.7662,-73.9602,9.733333333333333,0.18526027397260278,12,4,17,0
683575,1.0,2.3989000000000003,233,162,7.0,0.5,0.0,0.0,2.5,0.0,Murray Hill,Union Sq,40.7479,-73.9757,40.7359,-73.9911,5.933333333333334,0.404308988764045,4,55,7,0
115905,1.0,4.5724,262,164,12.5,0.0,3.2,0.0,2.5,0.0,Upper West Side North,Midtown South,40.91394506,-73.84871493,40.754932,-73.984016,14.016666666666667,0.3262116527942925,10,27,2,0
1934736,1.0,5.635000000000001,186,239,13.5,0.5,3.46,0.0,2.5,0.0,Midtown Center,Upper West Side South,40.7588,-73.97291,40.787,-73.9754,15.05,0.37441860465116283,0,15,18,0
2181232,4.0,3.2361,114,234,8.5,0.5,2.46,0.0,2.5,0.0,JFK Airport,Greenwich Village North,40.63983,-73.77874,40.73211001,-73.99648007,8.35,0.3875568862275449,0,47,20,0
1201550,1.0,1.4329,249,249,8.0,1.0,2.46,0.0,2.5,0.0,Union Sq,Lincoln Square East,40.7359,-73.9911,40.7742,-73.9849,11.583333333333334,0.12370359712230215,18,50,11,0
1077367,2.0,4.4275,237,90,15.5,1.0,2.97,0.0,2.5,0.0,Lincoln Square East,Penn Station/Madison Sq West,40.7742,-73.9849,40.7498,-73.9917,22.7,0.19504405286343615,19,12,10,0
899002,1.0,9.5312,142,87,26.5,0.0,5.0,0.0,2.5,0.0,Upper East Side North,Flatiron,40.7641,-73.956,40.7401,-73.9903,36.416666666666664,0.2617263157894737,9,44,9,0
1209496,2.0,3.3810000000000002,164,237,10.0,3.0,2.75,0.0,2.5,0.0,Union Sq,Lincoln Square East,40.7359,-73.9911,40.7742,-73.9849,11.966666666666667,0.2825348189415042,20,1,11,0
2207934,1.0,3.5420000000000007,142,262,11.5,2.5,0.0,0.0,2.5,0.0,JFK Airport,Lenox Hill West,40.63983,-73.77874,40.7708,-73.9567,14.316666666666666,0.24740395809080332,10,58,20,0
1667857,2.0,3.6386,125,186,13.0,0.0,0.0,0.0,2.5,0.0,Penn Station/Madison Sq West,Gramercy,40.7498,-73.9917,40.7368,-73.9845,17.833333333333332,0.2040336448598131,16,55,15,0
2995713,2.0,1.7227000000000001,230,186,7.0,0.0,2.06,0.0,2.5,0.0,Financial District North,Riverdale/North Riverdale/Fieldston,40.708,-74.011,40.894,-73.903,8.533333333333333,0.20187890625000002,9,36,27,0
3034941,1.0,0.5635,164,234,4.0,0.0,1.46,0.0,2.5,0.0,Gramercy,Battery Park City,40.7368,-73.9845,40.71131,-74.0159,3.1166666666666667,0.18080213903743314,15,25,27,0
1604483,1.0,1.5778,230,233,6.0,0.5,2.0,0.0,2.5,0.0,Greenwich Village South,TriBeCa/Civic Center,40.73211001,-73.99648007,40.71626,-74.01257993,5.566666666666666,0.28343712574850305,0,36,15,0
2566714,1.0,2.254,158,164,7.5,2.5,2.15,0.0,2.5,0.0,Yorkville West,Hamilton Heights,40.7712,-73.9495,40.8253,-73.9476,8.566666666666666,0.26311284046692607,15,19,23,0
1927682,1.0,1.7549000000000001,107,233,6.0,0.5,1.96,0.0,2.5,0.0,Midtown Center,Upper West Side South,40.7588,-73.97291,40.787,-73.9754,5.0,0.35098,22,2,17,0
3166596,2.0,1.5617,163,230,6.5,0.5,2.06,0.0,2.5,0.0,Lenox Hill East,Meatpacking/West Village West,40.7662,-73.9602,40.741,-74.0076,6.733333333333333,0.23193564356435645,21,8,28,0
133615,1.0,22.362900000000003,13,1,60.0,0.0,12.0,11.75,0.0,0.0,Midtown North,Midtown South,40.754932,-73.984016,40.754932,-73.984016,35.833333333333336,0.6240809302325582,14,29,2,0
3390497,2.0,2.0447,161,43,8.0,0.0,1.13,0.0,2.5,0.0,Little Italy/NoLiTa,SoHo,40.722542,-73.9951515,40.7252,-74.00415,9.633333333333333,0.21225259515570938,13,2,31,0
263887,1.0,3.3810000000000002,141,142,10.0,1.0,1.43,0.0,2.5,0.0,East Village,East Chelsea,40.7265,-73.9815,40.742352,-74.00621,12.45,0.271566265060241,18,58,3,0
462741,1.0,1.6422,170,113,7.0,0.0,2.06,0.0,2.5,0.0,Midtown South,Upper West Side North,40.754932,-73.984016,40.91394506,-73.84871493,7.766666666666667,0.21144206008583694,12,36,5,0
2467790,1.0,1.2880000000000003,262,236,5.0,0.0,0.0,0.0,2.5,0.0,Yorkville East,Boerum Hill,40.76955898,-73.9413803,40.68372,-73.98179,4.733333333333333,0.2721126760563381,14,46,22,0
1108497,1.0,8.694,186,209,17.5,3.0,6.35,0.0,2.5,0.0,Times Sq/Theatre District,Penn Station/Madison Sq West,40.75888,-73.98482,40.7498,-73.9917,15.583333333333334,0.5579037433155081,1,2,11,0
2566467,1.0,4.781700000000001,74,247,16.0,0.0,0.0,0.0,0.0,0.0,Yorkville West,Hamilton Heights,40.7712,-73.9495,40.8253,-73.9476,23.233333333333334,0.20581205164992827,15,4,23,0
121452,1.0,3.059,146,226,9.0,0.0,1.95,0.0,0.0,0.0,Upper West Side North,Midtown South,40.91394506,-73.84871493,40.754932,-73.984016,9.633333333333333,0.31754325259515576,11,53,2,0
3397754,1.0,3.0429,237,238,11.0,0.0,4.29,0.0,2.5,0.0,Chinatown,SoHo,40.7158,-73.997,40.7252,-74.00415,14.483333333333333,0.21009666283084005,14,30,31,0
1834338,1.0,2.0930000000000004,163,236,9.5,2.5,2.55,0.0,2.5,0.0,LaGuardia Airport,Lenox Hill East,40.77013003,-73.86703007,40.7662,-73.9602,11.633333333333333,0.17991404011461323,9,18,17,0
2483328,3.0,3.1234,186,50,10.5,0.0,2.76,0.0,2.5,0.0,Lower East Side,Bloomingdale,40.715,-73.9843,40.7989,-73.9698,14.2,0.21995774647887326,15,47,22,0
880639,1.0,3.1556,229,100,9.5,0.5,2.0,0.0,2.5,0.0,Upper East Side North,Yorkville West,40.7641,-73.956,40.7712,-73.9495,12.05,0.26187551867219916,22,26,8,0
2957806,1.0,5.3774,249,229,15.5,0.5,3.86,0.0,2.5,0.0,Central Park,Little Italy/NoLiTa,40.76748004,-73.97069005,40.722542,-73.9951515,21.933333333333334,0.24517021276595743,20,24,26,0
91122,1.0,5.361300000000001,48,79,13.0,0.5,2.0,0.0,2.5,0.0,Upper West Side North,East Harlem South,40.91394506,-73.84871493,40.795,-73.939,15.05,0.3562325581395349,22,23,1,0
2922412,1.0,1.7710000000000004,143,48,8.0,3.5,2.45,0.0,2.5,0.0,UN/Turtle Bay South,Garment District,40.74966,-73.96918,40.7544,-73.99185,9.833333333333334,0.18010169491525427,16,30,26,0
2526559,1.0,2.898,229,107,8.0,2.5,3.25,0.0,2.5,0.0,Kips Bay,Kips Bay,40.73955,-73.97708,40.73955,-73.97708,8.483333333333333,0.3416110019646366,7,29,23,0
891393,1.0,4.1538,137,140,10.5,0.0,2.76,0.0,2.5,0.0,Upper East Side North,Yorkville West,40.7641,-73.956,40.7712,-73.9495,11.616666666666667,0.35757245337159255,7,41,9,0
655285,1.0,2.4794,125,45,9.5,0.5,0.0,0.0,2.5,0.0,Clinton East,Union Sq,40.7638,-73.9918,40.7359,-73.9911,12.0,0.20661666666666667,21,22,6,0
835021,1.0,3.3327,137,148,10.0,0.0,3.0,0.0,2.5,0.0,Upper East Side North,Yorkville West,40.7641,-73.956,40.7712,-73.9495,11.583333333333334,0.28771510791366905,14,42,8,0
2441483,1.0,1.449,229,170,5.0,2.5,2.0,0.0,2.5,0.0,Yorkville East,JFK Airport,40.76955898,-73.9413803,40.63983,-73.77874,3.5833333333333335,0.40437209302325583,9,19,22,0
3083333,1.0,1.2719,246,230,6.0,0.5,0.0,0.0,2.5,0.0,Gramercy,Lincoln Square West,40.7368,-73.9845,40.77677997,-73.98296006,6.55,0.19418320610687023,23,2,27,0
2112196,2.0,3.6869,107,231,12.5,0.0,2.37,0.0,2.5,0.0,JFK Airport,Upper East Side South,40.63983,-73.77874,40.7736,-73.9566,17.95,0.20539832869080782,14,45,19,0
975455,1.0,4.2987,162,262,10.0,0.5,2.07,0.0,2.5,0.0,Lincoln Square East,West Chelsea/Hudson Yards,40.7742,-73.9849,40.75341588,-74.00002199,10.666666666666666,0.403003125,21,1,9,0
1757999,1.0,9.4024,159,242,38.0,0.0,0.0,0.0,0.0,0.0,LaGuardia Airport,Sutton Place/Turtle Bay North,40.77013003,-73.86703007,40.75801217,-73.96019998,61.63333333333333,0.1525538128718226,14,47,16,0
1084041,2.0,1.0465000000000002,125,231,4.0,0.5,1.95,0.0,2.5,0.0,Lincoln Square East,Penn Station/Madison Sq West,40.7742,-73.9849,40.7498,-73.9917,3.033333333333333,0.3450000000000001,20,54,10,0
851212,1.0,8.8711,107,43,19.0,0.0,4.0,0.0,2.5,0.0,Upper East Side North,Yorkville West,40.7641,-73.956,40.7712,-73.9495,19.633333333333333,0.4518387096774194,17,11,8,0
2324541,1.0,3.864,229,236,9.0,2.5,1.5,0.0,2.5,0.0,Midtown East,Clinton East,40.7509,-73.96442,40.7638,-73.9918,7.966666666666667,0.485020920502092,9,59,21,0
2021466,1.0,2.8336,231,231,11.0,1.0,3.06,0.0,2.5,0.0,Sutton Place/Turtle Bay North,Upper East Side South,40.75801217,-73.96019998,40.7736,-73.9566,15.733333333333333,0.18010169491525427,18,55,18,0
240026,1.0,2.254,236,161,9.5,0.0,2.56,0.0,2.5,0.0,East Village,East Chelsea,40.7265,-73.9815,40.742352,-74.00621,13.216666666666667,0.1705422446406053,15,18,3,0
403236,1.0,5.796,261,40,15.5,0.5,4.7,0.0,2.5,0.0,Midtown South,Morningside Heights,40.754932,-73.984016,40.81,-73.9625,19.2,0.301875,20,46,4,0
2793805,1.0,10.2879,262,158,23.0,0.0,5.26,0.0,2.5,0.0,Lenox Hill West,Murray Hill,40.7708,-73.9567,40.7479,-73.9757,26.416666666666668,0.3894473186119874,14,48,25,0
2450253,1.0,2.5760000000000005,148,249,8.5,2.5,2.95,0.0,2.5,0.0,Yorkville East,JFK Airport,40.76955898,-73.9413803,40.63983,-73.77874,12.85,0.20046692607003896,11,48,22,0
1185515,1.0,3.703,143,186,11.0,1.0,0.0,0.0,2.5,0.0,Times Sq/Theatre District,Lincoln Square East,40.75888,-73.98482,40.7742,-73.9849,13.633333333333333,0.27161369193154034,17,31,11,0
310311,1.0,1.61,50,230,6.0,2.5,1.85,0.0,2.5,0.0,East Village,Long Island City/Hunters Point,40.7265,-73.9815,40.74124696,-73.94262762,6.433333333333334,0.25025906735751297,7,27,4,0
203959,1.0,3.3810000000000002,237,170,13.0,0.0,2.44,0.0,2.5,0.0,Midtown North,East Chelsea,40.754932,-73.984016,40.742352,-74.00621,18.933333333333334,0.17857394366197185,9,14,3,0
514141,1.0,1.7871000000000004,186,246,7.5,1.0,2.0,0.0,2.5,0.0,East Chelsea,Greenwich Village South,40.742352,-74.00621,40.73211001,-73.99648007,9.283333333333333,0.1925062836624776,18,35,5,0
260840,1.0,1.9964000000000002,140,237,7.5,1.0,1.0,0.0,2.5,0.0,East Village,East Chelsea,40.7265,-73.9815,40.742352,-74.00621,9.233333333333333,0.216216606498195,17,35,3,0
1542415,2.0,1.8032000000000004,141,142,14.0,0.0,3.46,0.0,2.5,0.0,Upper East Side South,Upper East Side North,40.7736,-73.9566,40.7641,-73.956,23.033333333333335,0.0782865412445731,15,41,14,0
1654936,1.0,27.0641,230,1,70.5,0.0,16.91,13.75,0.0,0.0,Penn Station/Madison Sq West,Gramercy,40.7498,-73.9917,40.7368,-73.9845,46.2,0.5858030303030303,14,0,15,0
1418735,1.0,16.6474,170,138,30.5,0.0,4.28,6.55,2.5,0.0,Upper East Side South,Upper East Side North,40.7736,-73.9566,40.7641,-73.956,37.016666666666666,0.4497271499324629,15,49,13,0
2419209,3.0,3.864,170,148,11.5,3.0,3.05,0.0,2.5,0.0,Hudson Sq,JFK Airport,40.7266,-74.0075,40.63983,-73.77874,12.716666666666667,0.3038532110091743,0,46,22,0
2074284,1.0,2.4794,24,239,8.5,0.0,2.36,0.0,2.5,0.0,Sutton Place/Turtle Bay North,Upper East Side South,40.75801217,-73.96019998,40.7736,-73.9566,9.8,0.253,8,4,19,0
2599486,1.0,2.415,236,142,8.0,3.5,1.8,0.0,2.5,0.0,Yorkville West,Central Harlem,40.7712,-73.9495,40.8089,-73.9482,7.65,0.3156862745098039,19,49,23,0
1001502,1.0,2.1896000000000004,231,114,7.5,0.0,1.62,0.0,2.5,0.0,Lincoln Square East,West Chelsea/Hudson Yards,40.7742,-73.9849,40.75341588,-74.00002199,8.516666666666667,0.2570958904109589,8,12,10,0
3898,1.0,7.212800000000001,249,263,15.0,0.5,3.76,0.0,2.5,0.0,West Chelsea/Hudson Yards,Manhattan Valley,40.75341588,-74.00002199,40.797045,-73.969725,15.166666666666666,0.47556923076923086,0,23,1,0
2659915,2.0,2.1896000000000004,170,79,7.0,0.0,1.0,0.0,2.5,0.0,Upper West Side South,Midtown East,40.787,-73.9754,40.7509,-73.96442,8.183333333333334,0.26756822810590636,12,18,24,0
3099735,1.0,4.347,224,161,11.0,2.5,2.85,0.0,2.5,0.0,Greenwich Village North,Lincoln Square West,40.73211001,-73.99648007,40.77677997,-73.98296006,11.433333333333334,0.38020408163265307,8,29,28,0
1274062,3.0,1.5617,239,143,7.0,0.0,2.06,0.0,2.5,0.0,Union Sq,Midtown Center,40.7359,-73.9911,40.7588,-73.97291,7.716666666666667,0.20238012958963283,13,27,12,0
3388657,1.0,2.254,237,140,10.5,0.0,0.0,0.0,2.5,0.0,Little Italy/NoLiTa,SoHo,40.722542,-73.9951515,40.7252,-74.00415,14.75,0.1528135593220339,13,36,31,0
3430241,1.0,1.8837,186,249,6.0,1.0,2.06,0.0,2.5,0.0,World Trade Center,Carroll Gardens,40.7118,-74.0131,40.6802,-74.00163,5.75,0.3276,18,33,31,0
2800447,1.0,32.0068,132,116,52.0,0.0,0.0,6.55,0.0,1.25,Lenox Hill West,Murray Hill,40.7708,-73.9567,40.7479,-73.9757,83.15,0.384928442573662,15,31,25,1
1218036,1.0,1.2558,41,166,5.5,0.5,1.7,0.0,0.0,0.0,Union Sq,Steinway,40.7359,-73.9911,40.77376,-73.90494,5.2,0.2415,22,8,11,0
1790392,2.0,3.059,234,125,10.0,3.5,3.55,0.0,2.5,0.0,LaGuardia Airport,Yorkville East,40.77013003,-73.86703007,40.76955898,-73.9413803,12.65,0.24181818181818182,19,40,16,0
38624,3.0,11.9623,237,13,28.5,0.0,4.77,0.0,2.5,0.0,West Chelsea/Hudson Yards,East Harlem North,40.75341588,-74.00002199,40.795,-73.939,37.36666666666667,0.3201329170383586,13,8,1,0
254798,1.0,1.7710000000000004,230,170,9.5,1.0,2.2,0.0,2.5,0.0,East Village,East Chelsea,40.7265,-73.9815,40.742352,-74.00621,13.283333333333333,0.13332496863237142,16,48,3,0
3097500,1.0,4.0733,211,161,8.5,0.0,2.36,0.0,2.5,0.0,Greenwich Village North,Lincoln Square West,40.73211001,-73.99648007,40.77677997,-73.98296006,5.516666666666667,0.7383625377643505,7,25,28,0
3287009,1.0,1.2880000000000003,231,45,6.0,0.0,0.0,0.0,2.5,0.0,TriBeCa/Civic Center,Times Sq/Theatre District,40.71626,-74.01257993,40.75888,-73.98482,5.95,0.21647058823529416,11,15,30,0
1044196,1.0,3.5420000000000007,161,143,13.5,2.5,3.35,0.0,2.5,0.0,Lincoln Square East,Penn Station/Madison Sq West,40.7742,-73.9849,40.7498,-73.9917,18.783333333333335,0.18857142857142858,15,16,10,0
1290757,1.0,3.22,162,75,10.5,2.5,0.0,0.0,2.5,0.0,Flatiron,Midtown Center,40.7401,-73.9903,40.7588,-73.97291,13.483333333333333,0.23881334981458593,15,44,12,0
30147,1.0,4.8783,113,229,12.0,0.0,2.0,0.0,2.5,0.0,West Chelsea/Hudson Yards,Manhattan Valley,40.75341588,-74.00002199,40.797045,-73.969725,14.166666666666666,0.34435058823529413,11,46,1,0
1681097,1.0,2.0769,263,140,6.5,0.0,2.94,0.0,2.5,0.0,Penn Station/Madison Sq West,Gramercy,40.7498,-73.9917,40.7368,-73.9845,6.4,0.32451562500000003,19,24,15,0
2011896,1.0,1.2880000000000003,79,107,5.5,3.5,4.0,0.0,2.5,0.0,Meatpacking/West Village West,Upper East Side South,40.741,-74.0076,40.7736,-73.9566,4.566666666666666,0.282043795620438,17,49,18,1
1758813,2.0,2.0930000000000004,142,237,8.5,2.5,2.35,0.0,2.5,0.0,LaGuardia Airport,Sutton Place/Turtle Bay North,40.77013003,-73.86703007,40.75801217,-73.96019998,10.066666666666666,0.20791390728476825,15,5,16,0
2241811,1.0,7.1162,238,233,19.5,0.0,2.0,0.0,2.5,0.0,JFK Airport,Lenox Hill West,40.63983,-73.77874,40.7708,-73.9567,27.666666666666668,0.2572120481927711,15,18,20,0
2646673,1.0,3.7352,264,264,15.0,0.0,0.0,0.0,2.5,0.0,Upper West Side South,Midtown East,40.787,-73.9754,40.7509,-73.96442,21.883333333333333,0.17068697638994668,10,51,24,0
2512211,1.0,4.8622000000000005,79,140,11.0,0.5,2.96,0.0,2.5,0.0,Lower East Side,Kips Bay,40.715,-73.9843,40.73955,-73.97708,11.216666666666667,0.433479940564636,22,58,22,0
1125897,1.0,2.254,230,163,12.0,0.0,0.0,0.0,2.5,0.0,Times Sq/Theatre District,Lincoln Square East,40.75888,-73.98482,40.7742,-73.9849,18.616666666666667,0.12107430617726052,9,27,11,0
232340,1.0,3.703,68,229,13.5,2.5,2.0,0.0,2.5,0.0,Midtown North,East Chelsea,40.754932,-73.984016,40.742352,-74.00621,19.916666666666668,0.1859246861924686,14,43,3,0
1416472,1.0,2.4955000000000003,234,161,9.5,0.0,2.56,0.0,2.5,0.0,Upper East Side South,Upper East Side North,40.7736,-73.9566,40.7641,-73.956,12.9,0.1934496124031008,15,48,13,0
2310110,1.0,0.966,90,113,4.5,3.0,1.65,0.0,2.5,0.0,Midtown East,Clinton East,40.7509,-73.96442,40.7638,-73.9918,3.1,0.3116129032258064,2,20,21,0
2023574,1.0,5.474,237,151,15.0,1.0,4.83,0.0,2.5,0.0,Sutton Place/Turtle Bay North,Upper East Side South,40.75801217,-73.96019998,40.7736,-73.9566,19.266666666666666,0.28411764705882353,19,5,18,0
163624,1.0,4.0733,137,140,10.5,1.0,4.44,0.0,2.5,0.0,Midtown North,Midtown South,40.754932,-73.984016,40.754932,-73.984016,11.233333333333333,0.36260830860534127,18,4,2,0
3238728,2.0,3.5098000000000003,163,263,11.0,0.0,0.0,0.0,2.5,0.0,Lincoln Square West,Queensbridge/Ravenswood,40.77677997,-73.98296006,40.7606,-73.9361,13.716666666666667,0.25587849331713247,17,44,29,0
2234169,1.0,1.1753,142,230,5.5,0.0,1.76,0.0,2.5,0.0,JFK Airport,Lenox Hill West,40.63983,-73.77874,40.7708,-73.9567,6.233333333333333,0.18855080213903744,14,13,20,0
95580,1.0,2.0286,249,68,6.5,0.5,3.09,0.0,2.5,0.0,Upper West Side North,East Harlem South,40.91394506,-73.84871493,40.795,-73.939,6.366666666666666,0.3186282722513089,0,34,2,0
266914,1.0,3.0107000000000004,142,238,8.0,1.0,2.46,0.0,2.5,0.0,East Village,East Chelsea,40.7265,-73.9815,40.742352,-74.00621,8.1,0.37169135802469144,18,16,3,0
