,passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,extra,tip_amount,tolls_amount,congestion_surcharge,airport_fee,PUZone,DOZone,PULat,PULong,DOLat,DOLong,duration,speed_minutes,hour_pickup,minute_pickup,day_pickup,peak_hour
591306,2.0,4.025,230,43,16.5,2.5,0.0,0.0,2.5,0.0,Clinton East,Midtown North,40.7638,-73.9918,40.754932,-73.984016,25.15,0.16003976143141155,12,10,6,0
2386800,1.0,2.898,170,141,8.0,0.0,2.26,0.0,2.5,0.0,Midtown East,Clinton East,40.7509,-73.96442,40.7638,-73.9918,8.466666666666667,0.34228346456692915,19,7,21,0
386753,1.0,3.703,141,107,12.5,3.5,3.35,0.0,2.5,0.0,West Village,Morningside Heights,40.7347,-74.0048,40.81,-73.9625,17.283333333333335,0.21425265188042428,18,16,4,0
3378881,1.0,3.1395,161,236,12.5,0.0,3.16,0.0,2.5,0.0,Little Italy/NoLiTa,SoHo,40.722542,-73.9951515,40.7252,-74.00415,18.466666666666665,0.17000902527075815,11,55,31,1
2448425,2.0,3.2683,238,143,10.0,0.0,2.66,0.0,2.5,0.0,Yorkville East,JFK Airport,40.76955898,-73.9413803,40.63983,-73.77874,11.816666666666666,0.2765839210155148,11,54,22,0
1509432,1.0,2.898,68,237,10.0,2.5,2.65,0.0,2.5,0.0,Upper East Side South,Upper East Side North,40.7736,-73.9566,40.7641,-73.956,13.466666666666667,0.2151980198019802,10,26,14,0
2629450,1.0,2.0608,186,230,6.5,0.0,2.45,0.0,2.5,0.0,Upper West Side South,Midtown East,40.787,-73.9754,40.7509,-73.96442,5.833333333333333,0.35328000000000004,6,5,24,0
786373,2.0,3.8962000000000003,113,229,9.5,0.5,2.66,0.0,2.5,0.0,Manhattan Valley,East Village,40.797045,-73.969725,40.7265,-73.9815,9.4,0.4144893617021277,0,56,8,0
892950,1.0,1.9159,186,163,5.5,0.0,0.0,0.0,2.5,0.0,Upper East Side North,Yorkville West,40.7641,-73.956,40.7712,-73.9495,4.433333333333334,0.4321578947368421,7,7,9,0
3384197,1.0,4.0894,236,170,14.5,0.0,3.56,0.0,2.5,0.0,Little Italy/NoLiTa,SoHo,40.722542,-73.9951515,40.7252,-74.00415,21.733333333333334,0.18816257668711658,12,2,31,0
2808858,1.0,12.9122,262,138,33.0,1.0,10.96,6.55,2.5,0.0,Lenox Hill West,Williamsburg (South Side),40.7708,-73.9567,40.7082,-73.9571,49.35,0.26164539007092197,16,29,25,1
1846130,1.0,1.7227000000000001,68,143,6.5,0.0,1.96,0.0,2.5,0.0,LaGuardia Airport,Lenox Hill East,40.77013003,-73.86703007,40.7662,-73.9602,7.516666666666667,0.22918403547671842,11,13,17,1
157394,1.0,2.3345000000000002,141,142,9.0,1.0,2.66,0.0,2.5,0.0,Midtown North,Midtown South,40.754932,-73.984016,40.754932,-73.984016,12.066666666666666,0.1934668508287293,17,3,2,0
2738917,1.0,1.61,142,163,5.5,3.0,1.85,0.0,2.5,0.0,Lenox Hill West,Murray Hill,40.7708,-73.9567,40.7479,-73.9757,4.983333333333333,0.3230769230769231,23,23,24,0
558609,1.0,4.9910000000000005,79,87,11.0,0.5,2.96,0.0,2.5,0.0,East Chelsea,Midtown North,40.742352,-74.00621,40.754932,-73.984016,9.033333333333333,0.552509225092251,2,1,6,0
2786206,1.0,3.9123000000000006,236,164,14.5,0.0,5.34,0.0,2.5,0.0,Lenox Hill West,Murray Hill,40.7708,-73.9567,40.7479,-73.9757,21.8,0.1794633027522936,13,31,25,0
2338335,1.0,7.2611,249,238,21.0,0.0,4.86,0.0,2.5,0.0,Midtown East,Clinton East,40.7509,-73.96442,40.7638,-73.9918,29.616666666666667,0.2451693866066404,12,6,21,0
1894715,2.0,2.2218,239,50,8.0,1.0,2.46,0.0,2.5,0.0,Midtown Center,Lenox Hill East,40.7588,-73.97291,40.7662,-73.9602,8.516666666666667,0.2608767123287671,18,17,17,0
433153,1.0,1.9481000000000002,162,230,6.5,0.0,1.96,0.0,2.5,0.0,Midtown South,Upper West Side North,40.754932,-73.984016,40.91394506,-73.84871493,6.466666666666667,0.30125257731958766,7,10,5,0
2802491,2.0,4.508,236,48,15.0,2.5,0.0,0.0,2.5,0.0,Lenox Hill West,Murray Hill,40.7708,-73.9567,40.7479,-73.9757,20.566666666666666,0.2191896272285251,15,39,25,1
3283327,1.0,1.4007,170,162,5.0,0.0,0.0,0.0,2.5,0.0,TriBeCa/Civic Center,Times Sq/Theatre District,40.71626,-74.01257993,40.75888,-73.98482,3.6166666666666667,0.38729032258064516,10,56,30,0
2606192,1.0,1.0465000000000002,142,163,4.5,0.5,1.66,0.0,2.5,0.0,Yorkville West,Midtown East,40.7712,-73.9495,40.7509,-73.96442,4.5,0.2325555555555556,20,13,23,0
212714,1.0,0.9982000000000001,164,170,6.5,0.0,1.96,0.0,2.5,0.0,Midtown North,East Chelsea,40.754932,-73.984016,40.742352,-74.00621,7.866666666666666,0.1268898305084746,10,28,3,0
2595315,1.0,4.781700000000001,75,143,52.0,4.5,13.27,6.55,2.5,1.25,Yorkville West,Central Harlem,40.7712,-73.9495,40.8089,-73.9482,18.85,0.25367108753315654,18,13,23,0
1059306,1.0,1.8032000000000004,186,230,8.5,1.0,2.0,0.0,2.5,0.0,Lincoln Square East,Penn Station/Madison Sq West,40.7742,-73.9849,40.7498,-73.9917,12.166666666666666,0.14820821917808222,17,1,10,0
2308892,1.0,6.0536,75,42,12.0,0.5,0.0,0.0,0.0,0.0,Midtown East,Clinton East,40.7509,-73.96442,40.7638,-73.9918,8.433333333333334,0.7178181818181818,2,23,21,0
758292,1.0,1.0787000000000002,164,170,4.5,0.0,0.0,0.0,2.5,0.0,Murray Hill,East Village,40.7479,-73.9757,40.7265,-73.9815,3.6166666666666667,0.2982580645161291,19,51,7,0
2046883,1.0,4.0411,74,69,10.0,0.5,3.39,0.0,0.0,0.0,Sutton Place/Turtle Bay North,Upper East Side South,40.75801217,-73.96019998,40.7736,-73.9566,8.95,0.45151955307262576,22,31,18,0
2531015,1.0,2.3345000000000002,229,107,7.0,0.0,2.06,0.0,2.5,0.0,Kips Bay,Kips Bay,40.73955,-73.97708,40.73955,-73.97708,6.783333333333333,0.3441523341523342,8,54,23,0
370485,1.0,0.805,230,230,5.5,3.5,0.0,0.0,2.5,0.0,West Village,Central Park,40.7347,-74.0048,40.76748004,-73.97069005,7.033333333333333,0.11445497630331754,16,39,4,0
56459,1.0,3.5742000000000007,264,264,10.0,0.0,7.0,0.0,2.5,0.0,Upper West Side North,East Harlem North,40.91394506,-73.84871493,40.795,-73.939,10.516666666666667,0.33986053882725836,16,7,1,0
623795,2.0,10.143,246,75,27.5,3.5,4.0,0.0,2.5,0.0,Clinton East,Union Sq,40.7638,-73.9918,40.7359,-73.9911,39.7,0.2554911838790932,17,4,6,0
2216690,1.0,2.3023000000000002,164,113,11.0,0.0,2.86,0.0,2.5,0.0,JFK Airport,Lenox Hill West,40.63983,-73.77874,40.7708,-73.9567,16.033333333333335,0.1435945945945946,11,34,20,0
2966865,1.0,2.0608,142,230,6.5,0.5,2.7,0.0,2.5,0.0,Central Park,Little Italy/NoLiTa,40.76748004,-73.97069005,40.722542,-73.9951515,6.933333333333334,0.29723076923076924,22,30,26,0
1713523,3.0,2.254,237,236,8.0,2.5,1.0,0.0,2.5,0.0,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,40.7498,-73.9917,40.75801217,-73.96019998,9.283333333333333,0.2428007181328546,7,40,16,0
2716469,2.0,5.2325,140,170,14.5,1.0,3.76,0.0,2.5,0.0,Upper West Side South,Murray Hill,40.787,-73.9754,40.7479,-73.9757,16.766666666666666,0.3120775347912525,19,15,24,0
1609165,1.0,8.7423,48,74,20.0,0.5,0.0,0.0,2.5,0.0,Clinton West,TriBeCa/Civic Center,40.7629,-73.994,40.71626,-74.01257993,21.3,0.41043661971830986,1,36,15,0
1025514,1.0,1.6905000000000001,161,100,9.0,0.0,2.46,0.0,2.5,0.0,Lincoln Square East,West Chelsea/Hudson Yards,40.7742,-73.9849,40.75341588,-74.00002199,13.283333333333333,0.12726474278544542,12,15,10,1
1311509,1.0,34.293000000000006,132,243,52.0,4.5,0.0,6.55,0.0,1.25,Flatiron,Midtown Center,40.7401,-73.9903,40.7588,-73.97291,56.516666666666666,0.6067767620171042,17,32,12,0
1736772,1.0,1.3202,236,163,7.5,0.0,0.0,0.0,2.5,0.0,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,40.7498,-73.9917,40.75801217,-73.96019998,9.9,0.13335353535353536,11,33,16,0
370264,1.0,0.8855000000000002,246,68,5.5,1.0,0.0,0.0,2.5,0.0,West Village,Central Park,40.7347,-74.0048,40.76748004,-73.97069005,5.316666666666666,0.16655172413793107,16,19,4,0
3302514,1.0,31.073000000000004,132,231,52.0,0.0,12.37,6.55,2.5,1.25,TriBeCa/Civic Center,Times Sq/Theatre District,40.71626,-74.01257993,40.75888,-73.98482,53.733333333333334,0.5782816377171216,14,43,30,0
1294888,1.0,3.7191000000000005,68,239,12.0,0.0,3.06,0.0,2.5,0.0,Flatiron,Midtown Center,40.7401,-73.9903,40.7588,-73.97291,16.8,0.22137500000000002,15,15,12,0
917543,1.0,15.407700000000002,138,131,27.0,0.0,5.81,0.0,0.0,1.25,Upper East Side North,Flatiron,40.7641,-73.956,40.7401,-73.9903,16.716666666666665,0.9216969092721836,12,1,9,0
2878213,1.0,2.415,236,162,8.0,2.5,3.35,0.0,2.5,0.0,Garment District,Central Harlem North,40.7544,-73.99185,40.7987,-73.9523,8.8,0.27443181818181817,9,24,26,0
1071353,1.0,4.1216,231,246,10.5,1.0,1.48,0.0,2.5,0.0,Lincoln Square East,Penn Station/Madison Sq West,40.7742,-73.9849,40.7498,-73.9917,10.05,0.4101094527363184,18,18,10,0
3131484,1.0,1.127,48,186,10.0,2.5,2.0,0.0,2.5,0.0,Greenwich Village North,Financial District South,40.73211001,-73.99648007,40.7077,-74.0083,17.05,0.06609970674486804,15,19,28,0
3236019,1.0,1.7710000000000004,186,137,7.5,0.0,2.16,0.0,2.5,0.0,Lincoln Square West,Crown Heights North,40.77677997,-73.98296006,40.6681032,-73.9447994,10.0,0.17710000000000004,17,51,29,0
2547937,2.0,1.127,161,162,5.0,2.5,0.0,0.0,2.5,0.0,Kips Bay,Kips Bay,40.73955,-73.97708,40.73955,-73.97708,4.35,0.25908045977011496,12,33,23,0
1202935,1.0,36.3538,163,210,65.0,1.0,0.0,6.55,2.5,0.0,Union Sq,Lincoln Square East,40.7359,-73.9911,40.7742,-73.9849,52.416666666666664,0.693554213036566,19,35,11,0
561750,1.0,10.304000000000002,24,107,21.5,0.0,4.96,0.0,2.5,0.0,East Chelsea,Midtown North,40.742352,-74.00621,40.754932,-73.984016,20.55,0.501411192214112,6,43,6,0
2160001,2.0,12.2199,132,216,24.0,0.5,0.0,0.0,0.0,1.25,JFK Airport,Alphabet City,40.63983,-73.77874,40.72599,-73.98057,21.366666666666667,0.5719141965678628,20,50,19,0
2838401,1.0,2.9946,144,79,9.5,0.5,2.66,0.0,2.5,0.0,Garment District,Clinton West,40.7544,-73.99185,40.7629,-73.994,11.116666666666667,0.2693793103448276,20,7,25,0
3276899,2.0,1.9642000000000002,43,163,5.5,0.0,1.0,0.0,2.5,0.0,TriBeCa/Civic Center,Times Sq/Theatre District,40.71626,-74.01257993,40.75888,-73.98482,4.883333333333334,0.40222525597269626,8,25,30,0
392955,1.0,2.4794,162,236,7.5,1.0,2.36,0.0,2.5,0.0,West Village,Morningside Heights,40.7347,-74.0048,40.81,-73.9625,7.383333333333334,0.3358103837471783,19,22,4,0
332032,1.0,1.2880000000000003,140,141,8.0,2.5,0.0,0.0,2.5,0.0,West Village,Central Park,40.7347,-74.0048,40.76748004,-73.97069005,11.05,0.1165610859728507,11,55,4,1
1690624,1.0,1.5456,143,143,6.5,0.5,1.85,0.0,2.5,0.0,Penn Station/Madison Sq West,Gramercy,40.7498,-73.9917,40.7368,-73.9845,6.616666666666666,0.23359193954659951,20,2,15,0
704509,1.0,2.0286,142,237,7.0,0.0,1.0,0.0,2.5,0.0,Murray Hill,West Village,40.7479,-73.9757,40.7347,-74.0048,7.8,0.2600769230769231,11,56,7,0
2155559,1.0,4.5563,233,143,13.0,0.5,3.36,0.0,2.5,0.0,JFK Airport,Alphabet City,40.63983,-73.77874,40.72599,-73.98057,17.166666666666668,0.26541553398058254,20,27,19,0
164341,1.0,2.2379,170,229,6.5,1.0,0.0,0.0,2.5,0.0,Midtown North,Midtown South,40.754932,-73.984016,40.754932,-73.984016,6.933333333333334,0.3227740384615384,18,11,2,0
3339091,1.0,3.864,140,151,10.0,3.0,2.75,0.0,2.5,0.0,Bloomingdale,Times Sq/Theatre District,40.7989,-73.9698,40.75888,-73.98482,10.266666666666667,0.37636363636363634,21,55,30,0
1667544,1.0,1.9642000000000002,234,162,6.5,0.0,2.45,0.0,2.5,0.0,Penn Station/Madison Sq West,Gramercy,40.7498,-73.9917,40.7368,-73.9845,6.833333333333333,0.2874439024390244,16,26,15,0
544626,2.0,2.8175000000000003,234,79,9.5,0.5,0.0,0.0,2.5,0.0,East Chelsea,Midtown North,40.742352,-74.00621,40.754932,-73.984016,12.216666666666667,0.23062755798090043,21,57,5,0
1225197,1.0,4.0894,142,107,11.0,0.5,1.0,0.0,2.5,0.0,Union Sq,Midtown Center,40.7359,-73.9911,40.7588,-73.97291,12.45,0.3284658634538153,23,25,11,0
3317741,1.0,1.1753,100,230,52.0,0.0,12.0,6.55,2.5,0.0,TriBeCa/Civic Center,Times Sq/Theatre District,40.71626,-74.01257993,40.75888,-73.98482,3.216666666666667,0.3653782383419689,17,26,30,0
2451433,2.0,3.1717,68,170,12.5,0.0,3.95,0.0,2.5,0.0,Yorkville East,JFK Airport,40.76955898,-73.9413803,40.63983,-73.77874,17.783333333333335,0.17835238987816304,11,7,22,0
1911102,1.0,2.0286,48,170,6.5,0.5,0.0,0.0,2.5,0.0,Midtown Center,Upper West Side South,40.7588,-73.97291,40.787,-73.9754,7.116666666666666,0.28504918032786886,20,40,17,0
3204160,3.0,1.6261,234,246,6.5,0.0,2.45,0.0,2.5,0.0,Lenox Hill East,UN/Turtle Bay South,40.7662,-73.9602,40.74966,-73.96918,6.766666666666667,0.24031034482758623,11,25,29,0
3134313,1.0,3.2844,229,79,8.5,0.0,2.95,0.0,2.5,0.0,Greenwich Village North,Meatpacking/West Village West,40.73211001,-73.99648007,40.741,-74.0076,8.033333333333333,0.4088464730290457,15,37,28,0
575225,1.0,2.737,142,43,10.0,2.5,2.65,0.0,2.5,0.0,Clinton East,Midtown North,40.7638,-73.9918,40.754932,-73.984016,11.433333333333334,0.23938775510204083,9,28,6,0
3411043,3.0,1.127,161,170,6.5,3.5,2.16,0.0,2.5,0.0,Manhattanville,Manhattanville,40.81694,-73.95583,40.81694,-73.95583,8.15,0.13828220858895704,16,44,31,1
2105962,1.0,4.2182,237,100,17.0,0.0,0.0,0.0,2.5,0.0,JFK Airport,Upper East Side South,40.63983,-73.77874,40.7736,-73.9566,26.45,0.15947826086956524,13,22,19,0
363824,1.0,5.7155000000000005,144,232,10.5,0.0,3.45,0.0,2.5,0.0,West Village,Central Park,40.7347,-74.0048,40.76748004,-73.97069005,12.583333333333334,0.45421192052980136,15,48,4,0
2680534,1.0,4.025,79,161,12.0,2.5,0.0,0.0,2.5,0.0,Upper West Side South,Midtown East,40.787,-73.9754,40.7509,-73.96442,16.083333333333332,0.250259067357513,15,0,24,1
2071054,1.0,1.2880000000000003,162,237,5.0,2.5,3.0,0.0,2.5,0.0,Sutton Place/Turtle Bay North,Upper East Side South,40.75801217,-73.96019998,40.7736,-73.9566,6.966666666666667,0.18488038277511964,8,5,19,0
674488,1.0,1.1592,116,152,5.0,0.5,0.0,0.0,0.0,0.0,Clinton East,Union Sq,40.7638,-73.9918,40.7359,-73.9911,4.2,0.27599999999999997,0,49,7,0
2915317,1.0,1.932,158,68,8.0,2.5,2.25,0.0,2.5,0.0,UN/Turtle Bay South,Garment District,40.74966,-73.96918,40.7544,-73.99185,9.366666666666667,0.20626334519572953,15,33,26,1
681208,2.0,5.313,68,237,12.0,3.0,3.15,0.0,2.5,0.0,Murray Hill,Union Sq,40.7479,-73.9757,40.7359,-73.9911,12.716666666666667,0.41779816513761464,2,28,7,0
637094,1.0,3.7352,239,237,11.5,1.0,0.0,0.0,2.5,0.0,Clinton East,Union Sq,40.7638,-73.9918,40.7359,-73.9911,14.5,0.2576,18,2,6,0
2668507,1.0,2.5760000000000005,236,142,9.0,0.0,2.46,0.0,2.5,0.0,Upper West Side South,Midtown East,40.787,-73.9754,40.7509,-73.96442,10.85,0.23741935483870974,13,58,24,0
1318522,2.0,12.445300000000001,43,261,27.5,1.0,0.0,0.0,2.5,0.0,Flatiron,Midtown Center,40.7401,-73.9903,40.7588,-73.97291,32.13333333333333,0.38730186721991705,18,2,12,0
275087,1.0,15.939000000000002,138,48,32.5,4.75,6.69,6.55,2.5,1.25,East Village,Financial District North,40.7265,-73.9815,40.708,-74.011,30.25,0.526909090909091,19,20,3,0
2960315,1.0,2.737,114,87,8.0,3.0,2.35,0.0,2.5,0.0,Central Park,Little Italy/NoLiTa,40.76748004,-73.97069005,40.722542,-73.9951515,8.333333333333334,0.32844,21,59,26,0
1952794,1.0,1.1431,162,164,6.0,0.0,1.4,0.0,2.5,0.0,Midtown Center,Upper West Side South,40.7588,-73.97291,40.787,-73.9754,7.166666666666667,0.15950232558139535,8,11,18,0
1122953,1.0,2.5760000000000005,237,239,9.0,2.5,2.45,0.0,2.5,0.0,Times Sq/Theatre District,Lincoln Square East,40.75888,-73.98482,40.7742,-73.9849,11.216666666666667,0.22965824665676082,9,14,11,0
212535,1.0,1.449,239,142,9.0,2.5,1.23,0.0,2.5,0.0,Midtown North,East Chelsea,40.754932,-73.984016,40.742352,-74.00621,11.566666666666666,0.12527377521613833,10,16,3,0
2198895,1.0,31.395000000000003,210,44,57.2,0.0,0.0,6.55,0.0,0.0,JFK Airport,Greenwich Village North,40.63983,-73.77874,40.73211001,-73.99648007,38.666666666666664,0.811939655172414,8,51,20,0
3426075,1.0,4.9910000000000005,141,41,12.5,1.0,0.0,0.0,2.5,0.0,World Trade Center,Ridgewood,40.7118,-74.0131,40.7044,-73.9018,14.683333333333334,0.3399091940976164,18,39,31,0
1728065,1.0,5.119800000000001,68,229,19.0,0.0,0.0,0.0,2.5,0.0,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,40.7498,-73.9917,40.75801217,-73.96019998,28.716666666666665,0.17828670922809056,10,53,16,0
1750701,1.0,27.9818,161,132,52.0,0.0,12.37,6.55,2.5,0.0,LaGuardia Airport,Sutton Place/Turtle Bay North,40.77013003,-73.86703007,40.75801217,-73.96019998,44.2,0.6330723981900452,13,16,16,0
2556766,1.0,1.5456,161,170,6.0,0.0,1.86,0.0,2.5,0.0,Yorkville West,Fort Greene,40.7712,-73.9495,40.69319,-73.97168,5.716666666666667,0.2703673469387755,13,6,23,1
3064423,1.0,0.966,237,140,4.5,3.0,1.65,0.0,2.5,0.0,Gramercy,Lincoln Square West,40.7368,-73.9845,40.77677997,-73.98296006,3.5166666666666666,0.2746919431279621,20,3,27,0
787081,1.0,28.98,249,63,52.0,0.5,0.0,0.0,2.5,0.0,Manhattan Valley,East Village,40.797045,-73.969725,40.7265,-73.9815,40.5,0.7155555555555556,0,51,8,0
519766,1.0,4.9910000000000005,234,13,14.0,1.0,3.66,0.0,2.5,0.0,East Chelsea,Greenwich Village South,40.742352,-74.00621,40.73211001,-73.99648007,17.866666666666667,0.27934701492537317,19,32,5,0
2000182,1.0,3.22,236,142,11.0,3.5,2.0,0.0,2.5,0.0,Meatpacking/West Village West,Upper East Side South,40.741,-74.0076,40.7736,-73.9566,13.716666666666667,0.23475091130012152,16,38,18,1
2968831,1.0,5.474,231,97,14.0,3.0,3.55,0.0,2.5,0.0,Central Park,Little Italy/NoLiTa,40.76748004,-73.97069005,40.722542,-73.9951515,18.266666666666666,0.2996715328467153,22,35,26,0
3353939,1.0,29.463000000000005,263,132,52.0,2.5,0.0,6.55,2.5,0.0,Fort Greene,Old Astoria,40.69319,-73.97168,40.767,-73.921,27.283333333333335,1.0798900427611486,6,59,31,0
1686448,2.0,2.2057,161,234,7.0,0.0,2.06,0.0,2.5,0.0,Penn Station/Madison Sq West,Gramercy,40.7498,-73.9917,40.7368,-73.9845,7.716666666666667,0.2858358531317495,19,49,15,0
1965870,1.0,1.4168,239,238,5.0,0.0,0.0,0.0,2.5,0.0,Midtown Center,Upper West Side South,40.7588,-73.97291,40.787,-73.9754,4.433333333333334,0.3195789473684211,11,14,18,0
470338,1.0,1.2880000000000003,113,148,6.5,0.0,0.0,0.0,2.5,0.0,Midtown South,Upper West Side North,40.754932,-73.984016,40.91394506,-73.84871493,7.683333333333334,0.16763557483731023,13,35,5,0
631814,1.0,3.3810000000000002,141,170,14.0,3.5,4.55,0.0,2.5,0.0,Clinton East,Union Sq,40.7638,-73.9918,40.7359,-73.9911,20.416666666666668,0.1656,18,22,6,0
3402248,1.0,0.805,236,236,4.5,2.5,1.56,0.0,2.5,0.0,Two Bridges/Seward Park,SoHo,40.714722,-73.989444,40.7252,-74.00415,3.65,0.22054794520547946,15,44,31,1
586876,1.0,2.415,142,238,8.0,2.5,2.85,0.0,2.5,0.0,Clinton East,Midtown North,40.7638,-73.9918,40.754932,-73.984016,12.266666666666667,0.196875,11,19,6,0
972909,1.0,8.903300000000002,48,166,17.5,0.5,4.26,0.0,2.5,0.0,Lincoln Square East,West Chelsea/Hudson Yards,40.7742,-73.9849,40.75341588,-74.00002199,13.166666666666666,0.6762000000000001,20,46,9,0
2133889,1.0,5.635000000000001,161,211,23.5,1.0,4.17,0.0,2.5,0.0,JFK Airport,Upper East Side South,40.63983,-73.77874,40.7736,-73.9566,38.9,0.14485861182519283,17,22,19,1
1475590,1.0,4.4919,48,238,12.5,0.5,1.0,0.0,2.5,0.0,Upper East Side South,Upper East Side North,40.7736,-73.9566,40.7641,-73.956,15.65,0.2870223642172524,22,11,13,0
482525,2.0,1.6261,170,229,6.0,0.0,0.0,0.0,2.5,0.0,East Chelsea,Upper West Side North,40.742352,-74.00621,40.91394506,-73.84871493,5.9,0.27561016949152545,15,11,5,0
1829678,1.0,1.7710000000000004,186,170,8.0,2.5,2.25,0.0,2.5,0.0,LaGuardia Airport,Lenox Hill East,40.77013003,-73.86703007,40.7662,-73.9602,10.266666666666667,0.17250000000000001,8,30,17,0
2465519,1.0,4.3631,132,219,9.5,0.0,0.0,0.0,0.0,1.25,Yorkville East,Washington Heights North,40.76955898,-73.9413803,40.85546,-73.93379,5.966666666666667,0.731245810055866,14,31,22,0
1678443,2.0,0.6762,142,143,4.5,0.0,0.0,0.0,2.5,0.0,Penn Station/Madison Sq West,Gramercy,40.7498,-73.9917,40.7368,-73.9845,4.383333333333334,0.15426615969581747,18,10,15,0
655566,1.0,2.5760000000000005,148,107,9.0,0.5,3.0,0.0,2.5,0.0,Clinton East,Union Sq,40.7638,-73.9918,40.7359,-73.9911,10.65,0.2418779342723005,21,0,6,0
3338907,2.0,14.168000000000003,138,229,25.5,0.5,7.42,6.55,2.5,1.25,Bloomingdale,Times Sq/Theatre District,40.7989,-73.9698,40.75888,-73.98482,18.183333333333334,0.7791750687442714,21,9,30,0
3298603,1.0,2.737,102,95,17.2,0.0,0.0,0.0,0.0,0.0,TriBeCa/Civic Center,Times Sq/Theatre District,40.71626,-74.01257993,40.75888,-73.98482,12.783333333333333,0.21410691003911345,13,32,30,0
2423851,1.0,4.1055,113,162,9.5,0.5,0.0,0.0,2.5,0.0,Hudson Sq,JFK Airport,40.7266,-74.0075,40.63983,-73.77874,9.966666666666667,0.41192307692307695,1,17,22,0
786550,1.0,1.5778,164,90,6.0,0.5,1.0,0.0,2.5,0.0,Manhattan Valley,East Village,40.797045,-73.969725,40.7265,-73.9815,6.783333333333333,0.23259950859950862,0,17,8,0
908358,1.0,5.055400000000001,164,231,23.5,0.0,5.36,0.0,2.5,0.0,Upper East Side North,Flatiron,40.7641,-73.956,40.7401,-73.9903,39.45,0.1281470215462611,10,33,9,0
702116,1.0,2.0286,264,170,6.0,0.0,1.86,0.0,2.5,0.0,Murray Hill,West Village,40.7479,-73.9757,40.7347,-74.0048,5.716666666666667,0.3548571428571428,11,45,7,0
1220471,2.0,18.0481,230,135,33.0,0.5,0.0,6.55,2.5,0.0,Union Sq,Midtown Center,40.7359,-73.9911,40.7588,-73.97291,25.516666666666666,0.7073063357282823,22,15,11,0
574133,1.0,3.703,239,161,14.0,2.5,3.45,0.0,2.5,0.0,Clinton East,Midtown North,40.7638,-73.9918,40.754932,-73.984016,19.666666666666668,0.18828813559322033,9,51,6,0
2748964,1.0,3.3327,238,143,9.5,0.0,2.56,0.0,2.5,0.0,Lenox Hill West,Murray Hill,40.7708,-73.9567,40.7479,-73.9757,10.6,0.3144056603773585,7,32,25,0
797340,1.0,6.4722,143,151,19.0,0.5,0.0,0.0,2.5,0.0,Manhattan Valley,East Village,40.797045,-73.969725,40.7265,-73.9815,24.916666666666668,0.2597538461538461,4,9,8,0
1059544,1.0,17.549000000000003,132,191,34.5,2.25,0.0,0.0,0.0,1.25,Lincoln Square East,Penn Station/Madison Sq West,40.7742,-73.9849,40.7498,-73.9917,37.166666666666664,0.47217040358744405,17,2,10,0
2478508,1.0,4.250400000000001,229,7,9.5,0.0,0.0,0.0,2.5,0.0,Lower East Side,Bloomingdale,40.715,-73.9843,40.7989,-73.9698,8.233333333333333,0.5162429149797573,15,57,22,0
761454,1.0,0.7406,48,48,6.5,0.0,1.96,0.0,2.5,0.0,Murray Hill,East Village,40.7479,-73.9757,40.7265,-73.9815,8.366666666666667,0.08851792828685259,19,29,7,0
2982663,2.0,2.0930000000000004,144,79,6.5,3.0,1.0,0.0,2.5,0.0,Central Park,Little Italy/NoLiTa,40.76748004,-73.97069005,40.722542,-73.9951515,6.05,0.3459504132231406,2,10,27,0
994320,1.0,1.449,142,239,4.5,2.5,2.3,0.0,2.5,0.0,Lincoln Square East,West Chelsea/Hudson Yards,40.7742,-73.9849,40.75341588,-74.00002199,3.283333333333333,0.4413197969543148,7,58,10,0
61267,2.0,2.5760000000000005,140,263,6.5,2.5,0.0,0.0,2.5,0.0,Upper West Side North,East Harlem North,40.91394506,-73.84871493,40.795,-73.939,4.95,0.5204040404040405,17,59,1,0
289816,1.0,1.4973,170,48,6.5,0.5,2.06,0.0,2.5,0.0,East Village,Financial District North,40.7265,-73.9815,40.708,-74.011,7.75,0.1932,21,7,3,0
2292383,1.0,5.5867,125,233,18.0,0.5,4.36,0.0,2.5,0.0,Seaport,Lenox Hill West,40.7072,-74.0027,40.7708,-73.9567,26.416666666666668,0.2114839116719243,22,8,20,0
463878,1.0,2.737,233,88,15.0,0.0,3.66,0.0,2.5,0.0,Midtown South,Upper West Side North,40.754932,-73.984016,40.91394506,-73.84871493,1386.7166666666667,0.001973726908885497,12,3,5,0
2957168,1.0,4.2021,230,236,12.5,0.5,3.26,0.0,2.5,0.0,Central Park,Little Italy/NoLiTa,40.76748004,-73.97069005,40.722542,-73.9951515,15.183333333333334,0.27675740944017563,20,19,26,0
2416260,3.0,3.9767000000000006,237,238,11.0,0.5,1.5,0.0,2.5,0.0,Hudson Sq,JFK Airport,40.7266,-74.0075,40.63983,-73.77874,12.35,0.32200000000000006,23,47,21,0
1666366,1.0,3.059,229,186,13.5,0.0,3.36,0.0,2.5,0.0,Penn Station/Madison Sq West,Gramercy,40.7498,-73.9917,40.7368,-73.9845,20.2,0.15143564356435646,16,17,15,0
